TAXID	NAME	SOURCE	LOCATION	HOST	DISEASE
560555	Mycobacterium mantenii	human clinical samples		human	respiratory infections
1781	Mycobacterium marinum	human clinical samples		European sea bass; human; diagonal butterflyfish; dwarf rainbowfish; meagre; marbled spinefoot; paradise fish; fishes; sharpsnout seabream; striped bass; Chinese softshell turtle	aquarium granuloma
701042	Mycobacterium marseillense	human clinical samples		human	respiratory infections
1806	Mycobacterium microti	human clinical samples		human	respiratory infections
85693	Mycobacterium monacense	human clinical samples		human	respiratory infections
56689	Mycobacterium mucogenicum	human clinical samples		fishes; human	respiratory infections
1795	Mycobacterium neoaurum	human clinical samples; water damaged indoor walls of a children's day care centre	Finland	human; peonies	bacteremia
459858	Mycobacterium noviomagense	respiratory tract	Netherlands	human	respiratory infections
240125	Mycobacterium parascrofulaceum	human clinical samples	Canada	human	respiratory infections
590652	Mycobacterium paraseoulense	human clinical samples		human	respiratory infections
43304	Mycobacterium peregrinum	human clinical samples	USA	tench; human	soft-tissue and bone infections; catheter-related infections; pneumonitis
1771	Mycobacterium phlei	human clinical samples		cattle; human	infections
39693	Mycobacterium porcinum	human clinical samples		pig; human	respiratory infections; a spectrum of soft tissue and skeletal infections; bacteraemia and disseminated disease
486698	Mycobacterium riyadhense	human clinical samples		human	infections
1783	Mycobacterium scrofulaceum	human clinical samples	Canada	pig; cattle; human	Cervical lymphadenitis
386913	Mycobacterium senuense	human clinical samples		human	respiratory infections
386911	Mycobacterium seoulense	human clinical samples		human	respiratory infections
243061	Mycobacterium sherrisii	human clinical samples		human	respiratory infections
29313	Mycobacterium shimoidei	lung	Japan	human	respiratory infections
1784	Mycobacterium simiae	human clinical samples		human	respiratory infections
1772	Mycobacterium smegmatis	human clinical samples		human; cats; pig; cattle; Canis dog	infections
1787	Mycobacterium szulgai	human clinical samples		corydoras sterbai; human	respiratory infections
1788	Mycobacterium terrae	human clinical samples		human	respiratory infections
1797	Mycobacterium thermoresistibile	human clinical samples		human	respiratory infections
44467	Mycobacterium tilburgii	human clinical samples		human	disseminated infection
1773	Mycobacterium tuberculosis	human clinical samples	various	human; cats; pig; cattle; rodents; Canis dog	tuberculosis
1809	Mycobacterium ulcerans	human clinical samples		human	Buruli ulcer
547163	Mycobacterium vulneris	human clinical samples		human	respiratory infections
1789	Mycobacterium xenopi	human clinical samples		human	respiratory infections
2094	Mycoplasma arginini	human clinical samples		lion; whales; cattle; human	septicemia
55602	Mycoplasma buccale			human	Diseases of the gingival crevices and respiratory tract
56142	Mycoplasma faucium			human	Diseases of the gingival crevices and respiratory tract
2115	Mycoplasma fermentans	human clinical samples		human	infections
2097	Mycoplasma genitalium	human urogenital tract		human	pelvic inflammatory disease; bacterial vaginosis
2098	Mycoplasma hominis	genito-urinary tract		human	pelvic inflammatory disease; bacterial vaginosis
171632	Mycoplasma ovis	sheep and goats	various	Japanese serow; whales; human	haemolytic anaemia
28227	Mycoplasma penetrans	urogenital tract of AIDs patients	USA	human	pelvic inflammatory disease; bacterial vaginosis
2104	Mycoplasma pneumoniae	human clinical samples		human	pneumonia
55604	Mycoplasma primatum	human clinical samples		human; Monkeys	infections
2124	Mycoplasma salivarium	human clinical samples		human	infections
908285	Necropsobacter rosorum	human clinical samples		guinea pig; rabbits; human	bacteremia
267212	Neisseria bacilliformis	oral cavity; respiratory tract; blood cultures	USA	human	infections
483	Neisseria cinerea	human clinical samples		human	infections
495	Neisseria elongata	human clinical samples		human	infections; endocarditis
34026	Neisseria flava	human clinical samples		human	rheumatic heart disease
484	Neisseria flavescens	human clinical samples		human	meningitis; pneumonia; empyema; endocarditis; septicemia
485	Neisseria gonorrhoeae	human clinical samples		human	gonorrhea
486	Neisseria lactamica	human clinical samples		human	infections
496	Neisseria macacae	oropharynges of rhesus monkeys (Macaca mulatta (primates))		human	bacteremia
487	Neisseria meningitidis	human clinical samples		human	meningococcal disease
488	Neisseria mucosa	human clinical samples		human	endocarditis
33053	Neisseria perflava	human clinical samples		human	endocarditis
29434	Neisseria pharyngis	human clinical samples		human	endocarditis
489	Neisseria polysaccharea	human clinical samples		human	infections
607712	Neisseria shayeganii	human clinical samples	USA	carnivores; human; Canis dog	infections
490	Neisseria sicca	human clinical samples		human	septicemia
28449	Neisseria subflava	human clinical samples		human	post-surgical meningitis
28091	Neisseria weaveri	dog bite wounds	various	human; Canis dog	wound infections
326523	Neisseria zoodegmatis	dog bite wounds		human	wound infections
951	Neorickettsia sennetsu			human	Sennetsu fever
404578	Nocardia amamiensis	sugar-cane field	Japan	cattle; human	Nocardiosis (including bacteraemia; pulmonary and soft tissue infections)
1824	Nocardia asteroides			human	Nocardiosis (including bacteraemia; pulmonary and soft tissue infections)
95162	Nocardia beijingensis	soil	China	cats; human	Nocardiosis (including bacteraemia; pulmonary and soft tissue infections)
37326	Nocardia brasiliensis			human	Nocardiosis (including bacteraemia; pulmonary and soft tissue infections)
1823	Nocardia caviae			human	Nocardiosis (including bacteraemia; pulmonary and soft tissue infections)
135487	Nocardia cyriacigeorgica			human	Nocardiosis (including bacteraemia; pulmonary and soft tissue infections)
290231	Nocardia exalbida	human clinical samples	Japan	cattle; human	Nocardiosis (including bacteraemia; pulmonary and soft tissue infections)
37329	Nocardia farcinica			human	Nocardiosis (including bacteraemia; pulmonary and soft tissue infections)
53429	Nocardia flavorosea			human	Nocardiosis (including bacteraemia; pulmonary and soft tissue infections)
37330	Nocardia nova			human	Nocardiosis (including bacteraemia; pulmonary and soft tissue infections)
132249	Nocardia veterana	human bronchial lavage		human	Nocardiosis (including bacteraemia; pulmonary and soft tissue infections)
1823	Nocardia otitidiscaviarum			Rose-of-Sharon; human	Nocardiosis (including bacteraemia; pulmonary and soft tissue infections)
45979	Nocardia pseudobrasiliensis	human clinical samples		human	Nocardiosis (including bacteraemia; pulmonary and soft tissue infections)
37333	Nocardia transvalensis			human	Nocardiosis (including bacteraemia; pulmonary and soft tissue infections)
2014	Nocardiopsis dassonvillei	ice sheet of the central Antarctic glacier		Rose-of-Sharon; human	Mycetoma; cutaneous infection; pulmonary infection; conjunctivitis
48935	Novosphingobium aromaticivorans	deep-terrestrial-subsurface sediments	USA	human	COPD
529	Ochrobactrum anthropi	blood		Chinese softshell turtle; carnivores; human; Canis dog	Bacteraemia; endophthalmitis; liver abscess
419474	Ochrobactrum haematophilum	human clinical samples		zaruma; human	infections
370111	Ochrobactrum pseudintermedium	human clinical samples		human	infections
419475	Ochrobactrum pseudogrignonense	human clinical samples		aplysina lacunosa; ginger; human; garlic	infections
28118	Odoribacter splanchnicus	crevicular spaces of canine periodontal disease patients	USA	dog; pig; human	periodontitis
1713	Oerskovia turbata			human	endocarditis and sepsis
