superkingdom	phylum	class	order	family	year	status	reference	name	taxid
Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	2004	established	"Fehr, Jan S., et al. ""Septicemia caused by tick-borne bacterial pathogen Candidatus Neoehrlichia mikurensis."" Emerging infectious diseases 16.7 (2010): 1127."	Neoehrlichia mikurensis	89586
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Nocardiaceae	2004	putative	"McGhie, Travea, et al. ""Nocardia neocaledoniensis as a cause of skin and soft tissue infection."" Journal of Clinical Microbiology 51.1 (2013): 384-384."	Nocardia neocaledoniensis	236511
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Nocardiaceae	2004	putative	"Kageyama, Akiko, et al. ""Nocardia testaceus sp. nov. and Nocardia senatus sp. nov., isolated from patients in Japan."" Microbiology and immunology 48.4 (2004): 271-276."	Nocardia testaceus	248551
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Nocardiaceae	2004	established	"Kageyama, Akiko, et al. ""Nocardia araoensis sp. nov. and Nocardia pneumoniae sp. nov., isolated from patients in Japan."" International journal of systematic and evolutionary microbiology 54.6 (2004): 2025-2029."	Nocardia araoensis	228600
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Nocardiaceae	2004	established	"Kageyama, Akiko, et al. ""Nocardia asiatica sp. nov., isolated from patients with nocardiosis in Japan and clinical specimens from Thailand."" International journal of systematic and evolutionary microbiology 54.1 (2004): 125-130."	Nocardia asiatica	209252
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Nocardiaceae	2004	putative	"Kageyama, Akiko, et al. ""Nocardia shimofusensis sp. nov., isolated from soil, and Nocardia higoensis sp. nov., isolated from a patient with lung nocardiosis in Japan."" International journal of systematic and evolutionary microbiology 54.6 (2004): 1927-1931."	Nocardia higoensis	228599
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Nocardiaceae	2004	putative	"Kageyama, Akiko, et al. ""Nocardia inohanensis sp. nov., Nocardia yamanashiensis sp. nov. and Nocardia niigatensis sp. nov., isolated from clinical specimens."" International journal of systematic and evolutionary microbiology 54.2 (2004): 563-569."	Nocardia inohanensis	209246
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Nocardiaceae	2004	putative	"Kageyama, Akiko, et al. ""Nocardia inohanensis sp. nov., Nocardia yamanashiensis sp. nov. and Nocardia niigatensis sp. nov., isolated from clinical specimens."" International journal of systematic and evolutionary microbiology 54.2 (2004): 563-569."	Nocardia niigatensis	209249
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Nocardiaceae	2004	established	"Kageyama, Akiko, et al. ""Nocardia araoensis sp. nov. and Nocardia pneumoniae sp. nov., isolated from patients in Japan."" International journal of systematic and evolutionary microbiology 54.6 (2004): 2025-2029."	Nocardia pneumoniae	228601
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Nocardiaceae	2004	putative	"Kageyama, Akiko, et al. ""Nocardia testaceus sp. nov. and Nocardia senatus sp. nov., isolated from patients in Japan."" Microbiology and immunology 48.4 (2004): 271-276."	Nocardia senatus	248552
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Nocardiaceae	2004	established	"Kageyama, Akiko, et al. ""Nocardia inohanensis sp. nov., Nocardia yamanashiensis sp. nov. and Nocardia niigatensis sp. nov., isolated from clinical specimens."" International journal of systematic and evolutionary microbiology 54.2 (2004): 563-569."	Nocardia yamanashiensis 	
Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	2004	putative	"Carlier, Jean-Philippe, et al. ""Oribacterium sinus gen. nov., sp. nov., within the family ‘Lachnospiraceae’(phylum Firmicutes)."" International journal of systematic and evolutionary microbiology 54.5 (2004): 1611-1615."	Oribacterium sinus	237576
Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	2004	putative	"Leão, Robson Souza, et al. ""First report of Paenibacillus cineris from a patient with cystic fibrosis."" Diagnostic microbiology and infectious disease 66.1 (2010): 101-103."	Paenibacillus cineris	237530
Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	2004	putative	"Roux, Veronique, and Didier Raoult. ""Paenibacillus massiliensis sp. nov., Paenibacillus sanguinis sp. nov. and Paenibacillus timonensis sp. nov., isolated from blood cultures."" International journal of systematic and evolutionary microbiology 54.4 (2004): 1049-1054."	Paenibacillus massiliensis	225917
Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	2004	putative	"Roux, Veronique, and Didier Raoult. ""Paenibacillus massiliensis sp. nov., Paenibacillus sanguinis sp. nov. and Paenibacillus timonensis sp. nov., isolated from blood cultures."" International journal of systematic and evolutionary microbiology 54.4 (2004): 1049-1054."	Paenibacillus sanguinis	225906
Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	2004	putative	"Roux, Veronique, and Didier Raoult. ""Paenibacillus massiliensis sp. nov., Paenibacillus sanguinis sp. nov. and Paenibacillus timonensis sp. nov., isolated from blood cultures."" International journal of systematic and evolutionary microbiology 54.4 (2004): 1049-1054."	Paenibacillus timonensis	225915
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	2004	putative	"De Baere, Thierry, et al. ""Bacteremic infection with Pantoea ananatis."" Journal of Clinical Microbiology 42.9 (2004): 4393-4395."	Pantoea ananatis	553
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	2004	established	"Finegold, Sydney M., et al. ""Porphyromonas uenonis sp. nov., a pathogen for humans distinct from P. asaccharolytica and P. endodontalis."" Journal of clinical microbiology 42.11 (2004): 5298-5301."	Porphyromonas uenonis	281920
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	2004	putative	"Caspar, Yvan, et al. ""Psychrobacter arenosus bacteremia after blood transfusion, France."" Emerging infectious diseases 19.7 (2013): 1118."	Psychrobacter arenosus	256326
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Nocardiaceae	2004	putative	"Jones, Amanda L., et al. ""Rhodococcus gordoniae sp. nov., an actinomycete isolated from clinical material and phenol-contaminated soil."" International journal of systematic and evolutionary microbiology 54.2 (2004): 407-411."	Rhodococcus gordoniae	223392
Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	2004	established	"Michon, J., et al. ""Rothia aeria acute bronchitis: the first reported case."" Infection 38.4 (2010): 335-337."	Rothia aeria	172042
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	2004	putative	"Foo, Rui Min, and Douglas Chan. ""A fishy tale: a man with empyema caused by Streptococcus halichoeri."" Journal of clinical microbiology 52.2 (2014): 681-682."	Streptococcus halichoeri	254785
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	2004	putative	"Tré-Hardy, Marie, et al. ""First case of a dog bite wound infection caused by Streptococcus minor in human."" New microbes and new infections 14 (2016): 49-50."	Streptococcus minor	229549
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	2004	putative	"Tammaro, P., et al. ""First report of human infection due to Streptococcus devriesei."" New microbes and new infections 15 (2017): 72-73."	Streptococcus devriesei	231233
Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	2004	putative	"Wyss, C., et al. ""Treponema putidum sp. nov., a medium-sized proteolytic spirochaete isolated from lesions of human periodontitis and acute necrotizing ulcerative gingivitis."" International journal of systematic and evolutionary microbiology 54.4 (2004): 1117-1122."	Treponema putidum	221027
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	2004	established	"Jumas-Bilak, Estelle, et al. ""Veillonella montpellierensis sp. nov., a novel, anaerobic, Gram-negative coccus isolated from human clinical samples."" International journal of systematic and evolutionary microbiology 54.4 (2004): 1311-1316."	Veillonella montpellierensis	187328
Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	2005	putative	"Hall, Val, et al. ""Actinomyces dentalis sp. nov., from a human dental abscess."" International journal of systematic and evolutionary microbiology 55.1 (2005): 427-431."	Actinomyces dentalis	272548
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	2005	established	"Coenye, Tom, et al. ""Advenella incenata gen. nov., sp. nov., a novel member of the Alcaligenaceae, isolated from various clinical samples."" International journal of systematic and evolutionary microbiology 55.1 (2005): 251-256."	Advenella incenata	267800
Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	2005	putative	"LaSala, P. Rocco, et al. ""First reported infections caused by three newly described genera in the family Xanthomonadaceae."" Journal of clinical microbiology 45.2 (2007): 641-644."	Aquimonas voraii	265719
Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	2005	putative	"Huang, Ying, et al. ""Arthrobacter scleromae sp. nov. isolated from human clinical specimens."" Journal of clinical microbiology 43.3 (2005): 1451-1455."	Arthrobacter scleromae	158897
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	2005	putative	"Tkadlec, Jan, et al. ""Bloodstream infection caused by Bacteroides denticanum, a close relative of Bacteroides pyogenes, misidentified by MALDI TOF-mass spectrometry."" Anaerobe 54 (2018): 23-25."	Bacteroides denticanum	
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	2005	established	"Song, Y. L., et al. ""“Bacteroides nordii” sp. nov. and “Bacteroides salyersae” sp. nov. isolated from clinical specimens of human intestinal origin."" Journal of clinical microbiology 42.12 (2004): 5565-5570."	Bacteroides nordii	291645
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	2005	putative	"Yoon, Jihoon G., et al. ""Bacteroides nordii and Bacteroides salyersiae Isolated from Post-operative Peritonitis Patients."" Laboratory Medicine Online 6.2 (2016): 111-115."	Bacteroides salyersiae	291644
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	2005	putative	"Fenner, Lukas, et al. ""Bacteroides massiliensis sp. nov., isolated from blood culture of a newborn."" International journal of systematic and evolutionary microbiology 55.3 (2005): 1335-1337."	Bacteroides massiliensis	204516
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	2005	putative	"Ko, Kwan Soo, et al. ""New species of Bordetella, Bordetella ansorpii sp. nov., isolated from the purulent exudate of an epidermal cyst."" Journal of clinical microbiology 43.5 (2005): 2516-2519."	Bordetella ansorpii	288768
Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Cellulomonadaceae	2005	established	"Brown, June M., et al. ""Phenotypic and genetic characterization of clinical isolates of CDC coryneform group A-3: proposal of a new species of Cellulomonas, Cellulomonas denverensis sp. nov."" Journal of clinical microbiology 43.4 (2005): 1732-1737"	Cellulomonas denverensis	264297
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	2005	established	"Otsuka, Yoshihito, et al. ""Corynebacterium resistens sp. nov., a new multidrug-resistant coryneform bacterium isolated from human infections."" Journal of clinical microbiology 43.8 (2005): 3713-3717."	Corynebacterium resistens	258224
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	2005	established	"Jumas-Bilak, Estelle, et al. ""Dialister micraerophilus sp. nov. and Dialister propionicifaciens sp. nov., isolated from human clinical samples."" International journal of systematic and evolutionary microbiology 55.6 (2005): 2471-2478."	Dialister micraerophilus	309120
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	2005	established	"Jumas-Bilak, Estelle, et al. ""Dialister micraerophilus sp. nov. and Dialister propionicifaciens sp. nov., isolated from human clinical samples."" International journal of systematic and evolutionary microbiology 55.6 (2005): 2471-2478."	Dialister propionicifaciens	308994
Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	2005	putative	"Kiratisin, Pattarachai, et al. ""Dyella japonica bacteremia in hemodialysis patient."" Emerging infectious diseases 13.8 (2007): 1266."	Dyella japonica	231455
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	2005	established	"Hoffmann, Harald, et al. ""Description of Enterobacter ludwigii sp. nov., a novel Enterobacter species of clinical relevance."" Systematic and applied microbiology 28.3 (2005): 206-212."	Enterobacter ludwigii	299767
Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	2005	established	"Falsen, Enevold, et al. ""Fastidiosipila sanguinis gen. nov., sp. nov., a new Gram-positive, coccus-shaped organism from human blood."" International journal of systematic and evolutionary microbiology 55.2 (2005): 853-858."	Fastidiosipila sanguinis	236753
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Gordoniaceae	2005	established	"Iida, Soji, et al. ""Gordonia otitidis sp. nov., isolated from a patient with external otitis."" International journal of systematic and evolutionary microbiology 55.5 (2005): 1871-1876."	Gordonia otitidis	249058
Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	2005	established	"Nørskov-Lauritsen, Niels, Brita Bruun, and Mogens Kilian. ""Multilocus sequence phylogenetic study of the genus Haemophilus with description of Haemophilus pittmaniae sp. nov."" International journal of systematic and evolutionary microbiology 55.1 (2005): 449-456."	Haemophilus pittmaniae	249188
Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	2005	putative	"Lawson, Paul A., et al. ""Description of Kingella potus sp. nov., an organism isolated from a wound caused by an animal bite."" Journal of clinical microbiology 43.7 (2005): 3526-3529."	Kingella potus	265175
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	2005	established	"Tortoli, Enrico, et al. ""Mycobacterium florentinum sp. nov., isolated from humans."" International journal of systematic and evolutionary microbiology 55.3 (2005): 1101-1106."	Mycobacterium florentinum	292462
Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	2005	established	"Pitcher, D. G., et al. ""Mycoplasma amphoriforme sp. nov., isolated from a patient with chronic bronchopneumonia."" International journal of systematic and evolutionary microbiology 55.6 (2005): 2589-2594."	Mycoplasma amphoriforme 	
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Nocardiaceae	2005	established	"Kageyama, Akiko, et al. ""Nocardia vermiculata sp. nov. and Nocardia thailandica sp. nov. isolated from clinical specimens."" Actinomycetologica 18.2 (2004): 27-33."	Nocardia thailandica	257275
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Nocardiaceae	2005	established	"Betrán, A., et al. ""First Spanish case of nocardiosis caused by Nocardia takedensis."" Journal of Clinical Microbiology 47.6 (2009): 1918-1919."	Nocardia takedensis	259390
